1264305664.000000, 547869760.000000, 1878329472.000000, 440974688.000000, 1394771328.000000, 339387712.000000, 1203565568.000000, 359470144.000000, 757453696.000000, 1455555072.000000, 421628512.000000, 269884608.000000, 851543296.000000, 1034040768.000000, 878260480.000000, 2110470528.000000, 1047292544.000000, 559716544.000000, 161955760.000000, 93015304.000000, 52114584.000000, 2126837504.000000, 1299515648.000000, 830320640.000000, 14245510.000000, 846971008.000000, 183719520.000000, 959326656.000000, 376500608.000000, 1871880192.000000, 91905616.000000, 1640806272.000000, 272266272.000000, 1970235136.000000, 2081780992.000000, 1667037696.000000, 162139152.000000, 1137862912.000000, 2026507776.000000, 919592896.000000, 445934368.000000, 300652640.000000, 1189477504.000000, 1297477632.000000, 1334693376.000000, 2067737984.000000, 1260464512.000000, 234502272.000000, 479970848.000000, 1422420224.000000, 327517568.000000, 532085440.000000, 1401774080.000000, 1627033216.000000, 1362406144.000000, 1416019584.000000, 326520640.000000, 1546125568.000000, 227862544.000000, 703021248.000000, 1270522112.000000, 319768160.000000, 196343856.000000, 1542788352.000000, 142519600.000000, 130641152.000000, 1062342400.000000, 304658752.000000, 1268504064.000000, 941366592.000000, 1224251648.000000, 1714438400.000000, 1242019200.000000, 266245472.000000, 864432448.000000, 429228960.000000, 186499792.000000, 2124896896.000000, 663731264.000000, 666470656.000000, 1399833472.000000, 991248832.000000, 1198556160.000000, 654123904.000000, 470798432.000000, 413478560.000000, 2070143488.000000, 797319040.000000, 1959604224.000000, 150522400.000000, 1500340224.000000, 1082642688.000000, 470290560.000000, 1696684160.000000, 477947424.000000, 612810176.000000, 1827325312.000000, 1540289792.000000, 917468928.000000, 948345728.000000
334172768.000000, 752056448.000000, 1152226816.000000, 991799680.000000, 1113124480.000000, 890316416.000000, 964912512.000000, 717173120.000000, 783166912.000000, 890332160.000000, 599775488.000000, 514426432.000000, 741467968.000000, 954843968.000000, 1113272704.000000, 1375404288.000000, 1095874048.000000, 883162432.000000, 673807744.000000, 634646784.000000, 843634944.000000, 1461010944.000000, 1317271424.000000, 1104773248.000000, 750570048.000000, 764741184.000000, 654568192.000000, 885678976.000000, 855627904.000000, 1158130560.000000, 822227200.000000, 1121388928.000000, 967496064.000000, 1445483776.000000, 1503417600.000000, 1312121472.000000, 947488000.000000, 1186106112.000000, 1344908288.000000, 1054622208.000000, 868593472.000000, 837065152.000000, 1103862656.000000, 1150385664.000000, 1185954304.000000, 1321464576.000000, 1073083008.000000, 736158336.000000, 823329280.000000, 1023692736.000000, 776367552.000000, 842828352.000000, 1166004224.000000, 1364686848.000000, 1312815104.000000, 1251840256.000000, 939410176.000000, 1067033472.000000, 761889536.000000, 804380992.000000, 1042756352.000000, 843418368.000000, 777530816.000000, 1047304960.000000, 757152640.000000, 774740480.000000, 890016512.000000, 730214912.000000, 961996416.000000, 984760640.000000, 1178566784.000000, 1388475392.000000, 1225953792.000000, 924733952.000000, 987929472.000000, 924265728.000000, 926454464.000000, 1405729792.000000, 1030669120.000000, 1015214720.000000, 1117906432.000000, 1015911104.000000, 1044652096.000000, 863692608.000000, 748641472.000000, 821703680.000000, 1308899072.000000, 1203944576.000000, 1355975680.000000, 978525888.000000, 1166244480.000000, 1073414464.000000, 881089152.000000, 1059545920.000000, 728094784.000000, 768560512.000000, 1181923200.000000, 1155740672.000000, 901974912.000000, 763082560.000000
1217187712.000000, 1028709120.000000, 1131340032.000000, 1077857536.000000, 1034957824.000000, 972987904.000000, 888887040.000000, 746134912.000000, 720436352.000000, 697243520.000000, 644931456.000000, 660665984.000000, 818931328.000000, 974217600.000000, 1045636608.000000, 1131179264.000000, 1106526208.000000, 1020885760.000000, 956566784.000000, 968180160.000000, 1107058432.000000, 1324284672.000000, 1310287744.000000, 1182224640.000000, 987906432.000000, 932480384.000000, 924238784.000000, 991381312.000000, 988289408.000000, 975487360.000000, 934478592.000000, 970285312.000000, 1034214592.000000, 1159046400.000000, 1201431552.000000, 1230823424.000000, 1191320576.000000, 1143494528.000000, 1175055616.000000, 1072232832.000000, 982385664.000000, 996405056.000000, 1077878272.000000, 1098947072.000000, 1126412928.000000, 1093315072.000000, 916729280.000000, 861324288.000000, 944551936.000000, 1012114560.000000, 985270784.000000, 1046270720.000000, 1212328320.000000, 1350950528.000000, 1325405056.000000, 1199186304.000000, 1065290112.000000, 994013632.000000, 831635136.000000, 930271104.000000, 1037896960.000000, 974168640.000000, 976198720.000000, 1065036800.000000, 1024751744.000000, 913104896.000000, 882838848.000000, 905537536.000000, 915512192.000000, 1009800064.000000, 1161958656.000000, 1274625536.000000, 1238864384.000000, 1174928384.000000, 1187568640.000000, 1157148160.000000, 1215835520.000000, 1231963392.000000, 1162301952.000000, 1099914496.000000, 1044836864.000000, 1011016704.000000, 1004827008.000000, 953480896.000000, 874651072.000000, 960127104.000000, 1191114368.000000, 1294477824.000000, 1347141504.000000, 1216140800.000000, 1223248128.000000, 1067104640.000000, 942230912.000000, 902667520.000000, 737151232.000000, 788007872.000000, 956801472.000000, 920498176.000000, 784184576.000000, 545844096.000000
1201720960.000000, 1161349504.000000, 1111753600.000000, 1046070784.000000, 1025719040.000000, 960864768.000000, 822663488.000000, 736473280.000000, 660342720.000000, 735571584.000000, 791992064.000000, 802966528.000000, 850501248.000000, 900474368.000000, 985021056.000000, 1071725312.000000, 1143132928.000000, 1174471168.000000, 1147266560.000000, 1134480896.000000, 1217967360.000000, 1255880192.000000, 1279215744.000000, 1218008576.000000, 1128931456.000000, 1053503872.000000, 1056222272.000000, 1071542848.000000, 949442624.000000, 893613696.000000, 846865280.000000, 867266752.000000, 899161536.000000, 978352768.000000, 1123864704.000000, 1260276992.000000, 1199143296.000000, 1181778688.000000, 1094440960.000000, 1002390016.000000, 991576576.000000, 1087504384.000000, 1145441536.000000, 1193554432.000000, 1170215808.000000, 1010531264.000000, 925750400.000000, 975378944.000000, 1009508992.000000, 1052852992.000000, 1122515968.000000, 1208095232.000000, 1315721344.000000, 1338608512.000000, 1273214336.000000, 1167400448.000000, 1077380608.000000, 911167232.000000, 877867008.000000, 980925056.000000, 1020391936.000000, 1030363904.000000, 1098099712.000000, 1155857024.000000, 1042342912.000000, 957353472.000000, 1002994176.000000, 971625344.000000, 1008731008.000000, 1065870848.000000, 1141658624.000000, 1194292480.000000, 1265577216.000000, 1278093696.000000, 1217551104.000000, 1260585984.000000, 1228979456.000000, 1261852160.000000, 1243346176.000000, 1135106560.000000, 1027111936.000000, 991108352.000000, 1031504000.000000, 953405504.000000, 1004312384.000000, 1063427712.000000, 1218803200.000000, 1348226048.000000, 1359597312.000000, 1329764736.000000, 1218978176.000000, 1072099968.000000, 966012224.000000, 819849664.000000, 779439488.000000, 823249408.000000, 849962496.000000, 831489408.000000, 791809408.000000, 747350720.000000
471985536.000000, 987975808.000000, 1082018688.000000, 1094838400.000000, 1043563584.000000, 978189440.000000, 868076416.000000, 777763840.000000, 812384256.000000, 870494848.000000, 845461824.000000, 813259712.000000, 850415296.000000, 927724928.000000, 999216576.000000, 1126237568.000000, 1248508288.000000, 1286840320.000000, 1235841024.000000, 1211847424.000000, 1218324480.000000, 1251964160.000000, 1219076736.000000, 1189267968.000000, 1129937280.000000, 1106997504.000000, 1128762368.000000, 1032103680.000000, 925924928.000000, 860125952.000000, 785079680.000000, 773730112.000000, 834868160.000000, 975559808.000000, 1174631424.000000, 1265789952.000000, 1248791040.000000, 1169346944.000000, 1047561600.000000, 1000995200.000000, 1105309824.000000, 1180017920.000000, 1242814464.000000, 1295892736.000000, 1188830208.000000, 1075772544.000000, 1026809024.000000, 978092416.000000, 1001011968.000000, 1100906752.000000, 1179613184.000000, 1217873920.000000, 1238883328.000000, 1241256192.000000, 1167108352.000000, 1164391936.000000, 1026234880.000000, 943861760.000000, 1001857408.000000, 1046411904.000000, 1036993664.000000, 1079780224.000000, 1165183232.000000, 1173447680.000000, 1037991296.000000, 1035933952.000000, 1058732352.000000, 1028284864.000000, 1064733184.000000, 1078815744.000000, 1089031680.000000, 1202897792.000000, 1262239744.000000, 1197042944.000000, 1191821568.000000, 1191673600.000000, 1233224576.000000, 1305619584.000000, 1272908544.000000, 1098709504.000000, 996540544.000000, 1037856640.000000, 987419520.000000, 1035892480.000000, 1063010304.000000, 1110704640.000000, 1255684352.000000, 1322308736.000000, 1319147008.000000, 1293366272.000000, 1166670592.000000, 1035031424.000000, 874565760.000000, 845572480.000000, 808629504.000000, 810638976.000000, 802565248.000000, 852421184.000000, 787488576.000000, 371616992.000000
1699424384.000000, 1266308096.000000, 1219529216.000000, 1145169792.000000, 1141310976.000000, 1064175040.000000, 980273792.000000, 960952320.000000, 918992768.000000, 885540288.000000, 867335552.000000, 895738304.000000, 914690496.000000, 971295232.000000, 1069033152.000000, 1189999616.000000, 1278289792.000000, 1267016960.000000, 1235120384.000000, 1204900096.000000, 1197464576.000000, 1117733376.000000, 1106156416.000000, 1125082880.000000, 1155964416.000000, 1188477440.000000, 1171172864.000000, 1080465280.000000, 1014520960.000000, 893832960.000000, 818579392.000000, 798834048.000000, 861195648.000000, 1011665024.000000, 1175916032.000000, 1230738176.000000, 1252179840.000000, 1144349952.000000, 1075692544.000000, 1120185472.000000, 1171510784.000000, 1204182912.000000, 1276027904.000000, 1287866880.000000, 1210902272.000000, 1085846784.000000, 959329536.000000, 977892608.000000, 1050908096.000000, 1070575616.000000, 1063707968.000000, 1067024128.000000, 1074552320.000000, 1045101440.000000, 1109367552.000000, 1121418752.000000, 1089713408.000000, 1089432704.000000, 1121577216.000000, 1118194176.000000, 1118920192.000000, 1121532416.000000, 1214271744.000000, 1139101952.000000, 1083464704.000000, 1091185920.000000, 1034549504.000000, 1057643136.000000, 1059297536.000000, 1034765952.000000, 1092090880.000000, 1180558592.000000, 1191665664.000000, 1135951872.000000, 1108694784.000000, 1135762944.000000, 1232305536.000000, 1290209408.000000, 1180020608.000000, 1030595520.000000, 1047927808.000000, 1039978816.000000, 1019042816.000000, 1062102336.000000, 1075254528.000000, 1184940288.000000, 1269923712.000000, 1254817152.000000, 1243087232.000000, 1158597888.000000, 1041822528.000000, 897573952.000000, 874307072.000000, 834630400.000000, 794573696.000000, 767040320.000000, 853176832.000000, 966566144.000000, 1096363008.000000, 1680758400.000000
594800384.000000, 1193976832.000000, 1259389440.000000, 1223679744.000000, 1205305984.000000, 1108390272.000000, 1103687680.000000, 1018392192.000000, 967814784.000000, 988281408.000000, 999780992.000000, 960948480.000000, 976926592.000000, 1028376512.000000, 1084609408.000000, 1165108224.000000, 1186117248.000000, 1196904832.000000, 1166845184.000000, 1157253376.000000, 1069181248.000000, 1021080320.000000, 1048064128.000000, 1134137984.000000, 1195679232.000000, 1271680384.000000, 1220035840.000000, 1181519616.000000, 1068757888.000000, 972729920.000000, 887952960.000000, 824648640.000000, 837546560.000000, 942276864.000000, 1070370432.000000, 1214060800.000000, 1186955904.000000, 1131197440.000000, 1100629248.000000, 1108813952.000000, 1105139456.000000, 1146208256.000000, 1239722240.000000, 1219257856.000000, 1103170560.000000, 972681024.000000, 998594688.000000, 1050901248.000000, 1032910848.000000, 967590208.000000, 976434240.000000, 957034752.000000, 943089792.000000, 1002002304.000000, 1085999872.000000, 1128834048.000000, 1131981312.000000, 1175754752.000000, 1215328512.000000, 1247243264.000000, 1179657472.000000, 1187398912.000000, 1201301504.000000, 1136461440.000000, 1121880320.000000, 1090149632.000000, 1050350592.000000, 1038036160.000000, 1031028480.000000, 1039629760.000000, 1098549248.000000, 1166335744.000000, 1155025152.000000, 1098969216.000000, 1100327424.000000, 1169056128.000000, 1231391232.000000, 1221426944.000000, 1088856960.000000, 1061643968.000000, 1117744640.000000, 1077467136.000000, 1069008896.000000, 1076497664.000000, 1177532288.000000, 1254756352.000000, 1251460608.000000, 1184202240.000000, 1133779840.000000, 1042724544.000000, 932517824.000000, 916442432.000000, 936627136.000000, 879027840.000000, 803375232.000000, 830788864.000000, 949496704.000000, 965745344.000000, 932382464.000000, 884832896.000000
2145812096.000000, 1589454464.000000, 1347064960.000000, 1274820864.000000, 1160809984.000000, 1164700544.000000, 1114014464.000000, 1069878400.000000, 1106740864.000000, 1137972992.000000, 1058223552.000000, 1025228416.000000, 1016225664.000000, 1007199104.000000, 1060236672.000000, 1071534592.000000, 1117835008.000000, 1135025024.000000, 1153356160.000000, 1100900096.000000, 1024287616.000000, 975230720.000000, 1014167168.000000, 1088252416.000000, 1190511232.000000, 1199227904.000000, 1166162432.000000, 1104628096.000000, 1062108544.000000, 1013754048.000000, 936299392.000000, 809000960.000000, 778317888.000000, 894571456.000000, 1088097024.000000, 1144893184.000000, 1118129792.000000, 1035095680.000000, 1017322112.000000, 1015277184.000000, 1013447040.000000, 1116770688.000000, 1135098368.000000, 1068622208.000000, 1033909504.000000, 1030548864.000000, 1077153280.000000, 1104987136.000000, 1025668416.000000, 1022381568.000000, 976432512.000000, 969819904.000000, 988459968.000000, 1028534400.000000, 1086104192.000000, 1089675776.000000, 1128055040.000000, 1163999744.000000, 1244406016.000000, 1259456512.000000, 1190078464.000000, 1165471872.000000, 1105275392.000000, 1090642944.000000, 1140927872.000000, 1110272768.000000, 1069774976.000000, 1075688960.000000, 1091627136.000000, 1049989312.000000, 1071209920.000000, 1095038336.000000, 1123016576.000000, 1139220096.000000, 1172504064.000000, 1224249984.000000, 1232440576.000000, 1162284416.000000, 1106596992.000000, 1151206656.000000, 1192461568.000000, 1173196800.000000, 1139073280.000000, 1199973120.000000, 1236940800.000000, 1232549120.000000, 1168095232.000000, 1148019712.000000, 1088322816.000000, 1041012160.000000, 1026540992.000000, 1084996864.000000, 1069728576.000000, 1003104896.000000, 939432448.000000, 1013496128.000000, 1027396224.000000, 971291712.000000, 733797312.000000, 171886080.000000
1716410368.000000, 1479436416.000000, 1321744896.000000, 1213508608.000000, 1166529024.000000, 1121345920.000000, 1121501952.000000, 1177826560.000000, 1212636288.000000, 1138383104.000000, 1076806656.000000, 1037974016.000000, 1001705088.000000, 1045668864.000000, 1014828288.000000, 1059564160.000000, 1123123072.000000, 1164884480.000000, 1162453760.000000, 1119409152.000000, 1007057536.000000, 931350016.000000, 959436416.000000, 1018869888.000000, 1042643712.000000, 1016620864.000000, 978029312.000000, 1024562880.000000, 1057812480.000000, 1081726080.000000, 957311232.000000, 862560320.000000, 871373248.000000, 1011375552.000000, 1114951168.000000, 1103588992.000000, 1013040768.000000, 968763264.000000, 999540736.000000, 997590080.000000, 1028568768.000000, 1021668608.000000, 985298624.000000, 1074111488.000000, 1075780096.000000, 1092999424.000000, 1150617856.000000, 1151015296.000000, 1130410496.000000, 1073315328.000000, 1036253952.000000, 991720896.000000, 1005807360.000000, 1039256576.000000, 1036548224.000000, 1008315392.000000, 1029800832.000000, 1076200448.000000, 1150598272.000000, 1137257728.000000, 1048230912.000000, 1018230016.000000, 962911232.000000, 1061824128.000000, 1121838720.000000, 1119757312.000000, 1125712512.000000, 1143234816.000000, 1067483520.000000, 991911936.000000, 967643520.000000, 1071721216.000000, 1127202816.000000, 1136875008.000000, 1218606592.000000, 1225283840.000000, 1214817408.000000, 1147120640.000000, 1137312768.000000, 1225303296.000000, 1297752064.000000, 1258416896.000000, 1225067264.000000, 1195235968.000000, 1142224768.000000, 1136242944.000000, 1133519104.000000, 1108729088.000000, 1127807232.000000, 1144511744.000000, 1188817920.000000, 1172973824.000000, 1209056768.000000, 1150043008.000000, 1144899456.000000, 1117324928.000000, 1107492096.000000, 1027592832.000000, 840183424.000000, 452472864.000000
849805760.000000, 1142048640.000000, 1162027520.000000, 1114200064.000000, 1057158144.000000, 1091853568.000000, 1184123136.000000, 1170600576.000000, 1123083520.000000, 1051088768.000000, 1021595072.000000, 1027870720.000000, 1092838912.000000, 1026766848.000000, 1002085888.000000, 1095596032.000000, 1182658816.000000, 1223965056.000000, 1194567168.000000, 1143267328.000000, 1003357184.000000, 918499328.000000, 923078976.000000, 904425856.000000, 900844032.000000, 879856192.000000, 928990464.000000, 1007833664.000000, 1119715584.000000, 1102695168.000000, 1049610112.000000, 1007309184.000000, 1041923712.000000, 1149958912.000000, 1149623296.000000, 1072222144.000000, 1027274432.000000, 1049697344.000000, 1071538432.000000, 1013999104.000000, 949580416.000000, 889563136.000000, 1006386496.000000, 1090835456.000000, 1086247168.000000, 1106121472.000000, 1195683840.000000, 1181592064.000000, 1166671872.000000, 1102994304.000000, 1000317824.000000, 971535104.000000, 961551104.000000, 985998976.000000, 921458304.000000, 955397184.000000, 961396288.000000, 993669504.000000, 993247296.000000, 920887296.000000, 936751232.000000, 858283520.000000, 903847872.000000, 979615488.000000, 1039520896.000000, 1087192320.000000, 1076947200.000000, 1082519680.000000, 978801600.000000, 929119168.000000, 1007222208.000000, 1066942016.000000, 1053727488.000000, 1153626368.000000, 1159783936.000000, 1194800384.000000, 1136899840.000000, 1138768000.000000, 1201039104.000000, 1331475072.000000, 1333580544.000000, 1232148736.000000, 1145355520.000000, 1047016704.000000, 1073783680.000000, 1088612096.000000, 1077352192.000000, 1081763200.000000, 1161361408.000000, 1219993344.000000, 1176657152.000000, 1250978560.000000, 1265720832.000000, 1248001280.000000, 1183313920.000000, 1161433856.000000, 1190317952.000000, 1157369600.000000, 1170568448.000000, 1365920384.000000
