
 Hello World!  temp address = 140674595668032

 0, 5632
 1, 3706
 2, 3573
 3, 3573
 4, 3479
 5, 3555
 6, 3594
 7, 3614
 8, 3402
 9, 3573
 10, 3535
 11, 3573
 12, 3496
 13, 3555
 14, 3573
 15, 3591
 16, 3399
 17, 3573
 18, 3630
 19, 3591
 20, 3496
 21, 3630
 22, 3612
 23, 3612
 24, 3399
 25, 3591
 26, 3517
 27, 3517
 28, 3476
 29, 3573
 30, 3612
 31, 3517
 32, 3381
 33, 3535
 34, 3555
 35, 3573
 36, 3496
 37, 3594
 38, 3573
 39, 3612
 40, 3402
 41, 3553
 42, 3535
 43, 3594
 44, 3479
 45, 3573
 46, 3555
 47, 3555
 48, 3381
 49, 3553
 50, 3573
 51, 3573
 52, 3476
 53, 3555
 54, 3553
 55, 3594
 56, 3381
 57, 3612
 58, 3594
 59, 3594
 60, 3476
 61, 3612
 62, 3573
 63, 3591
 0, 4651
 1, 4264
 2, 4285
 3, 4323
 4, 4226
 5, 4267
 6, 4323
 7, 4303
 8, 4170
 9, 4303
 10, 4264
 11, 4264
 12, 4267
 13, 4264
 14, 4285
 15, 4305
 16, 4167
 17, 4285
 18, 4323
 19, 4282
 20, 4226
 21, 4323
 22, 4264
 23, 4264
 24, 4190
 25, 4285
 26, 4264
 27, 4303
 28, 4208
 29, 4264
 30, 4323
 31, 4285
 32, 4170
 33, 4305
 34, 4285
 35, 4282
 36, 4264
 37, 4285
 38, 4285
 39, 4323
 40, 4170
 41, 4282
 42, 4323
 43, 4285
 44, 4226
 45, 4305
 46, 4285
 47, 4264
 48, 4188
 49, 4303
 50, 4282
 51, 4323
 52, 4244
 53, 4264
 54, 4323
 55, 4282
 56, 4170
 57, 4323
 58, 4264
 59, 4264
 60, 4264
 61, 4285
 62, 4285
 63, 4303

Good Bye World!

