combine,1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
10,581,276,269,260,265,269,265,262,258,261,256,257,,58.1,27.6,26.9,26,26.5,26.9,26.5,26.2,25.8,26.1,25.6,25.7
20,327,300,300,254,241,249,240,246,259,254,240,240,,16.35,15,15,12.7,12.05,12.45,12,12.3,12.95,12.7,12,12
30,381,341,338,255,258,256,255,254,253,256,254,238,,12.7,11.36666667,11.26666667,8.5,8.6,8.533333333,8.5,8.466666667,8.433333333,8.533333333,8.466666667,7.933333333
40,413,378,378,265,265,248,248,267,268,265,267,243,,10.325,9.45,9.45,6.625,6.625,6.2,6.2,6.675,6.7,6.625,6.675,6.075
50,468,420,417,277,277,259,260,278,282,286,278,246,,9.36,8.4,8.34,5.54,5.54,5.18,5.2,5.56,5.64,5.72,5.56,4.92
60,508,457,456,289,290,260,261,290,289,293,290,256,,8.466666667,7.616666667,7.6,4.816666667,4.833333333,4.333333333,4.35,4.833333333,4.816666667,4.883333333,4.833333333,4.266666667
70,564,499,496,301,302,271,273,301,304,303,302,255,,8.057142857,7.128571429,7.085714286,4.3,4.314285714,3.871428571,3.9,4.3,4.342857143,4.328571429,4.314285714,3.642857143
80,601,536,535,312,312,272,273,314,317,312,314,262,,7.5125,6.7,6.6875,3.9,3.9,3.4,3.4125,3.925,3.9625,3.9,3.925,3.275
90,649,577,574,323,325,284,285,325,325,331,326,262,,7.211111111,6.411111111,6.377777778,3.588888889,3.611111111,3.155555556,3.166666667,3.611111111,3.611111111,3.677777778,3.622222222,2.911111111
100,696,616,614,336,337,283,283,338,339,341,336,268,,6.96,6.16,6.14,3.36,3.37,2.83,2.83,3.38,3.39,3.41,3.36,2.68
110,743,657,653,349,349,297,295,349,353,352,349,270,,6.754545455,5.972727273,5.936363636,3.172727273,3.172727273,2.7,2.681818182,3.172727273,3.209090909,3.2,3.172727273,2.454545455
120,790,694,692,359,360,295,296,361,362,359,359,273,,6.583333333,5.783333333,5.766666667,2.991666667,3,2.458333333,2.466666667,3.008333333,3.016666667,2.991666667,2.991666667,2.275
130,838,735,732,371,372,306,308,373,374,379,372,275,,6.446153846,5.653846154,5.630769231,2.853846154,2.861538462,2.353846154,2.369230769,2.869230769,2.876923077,2.915384615,2.861538462,2.115384615
140,885,773,772,383,385,308,308,385,390,388,383,285,,6.321428571,5.521428571,5.514285714,2.735714286,2.75,2.2,2.2,2.75,2.785714286,2.771428571,2.735714286,2.035714286
150,933,814,811,396,396,313,314,396,396,399,396,283,,6.22,5.426666667,5.406666667,2.64,2.64,2.086666667,2.093333333,2.64,2.64,2.66,2.64,1.886666667
160,980,852,851,407,407,319,321,409,410,407,407,287,,6.125,5.325,5.31875,2.54375,2.54375,1.99375,2.00625,2.55625,2.5625,2.54375,2.54375,1.79375
170,1028,893,890,418,419,325,325,419,424,426,420,290,,6.047058824,5.252941176,5.235294118,2.458823529,2.464705882,1.911764706,1.911764706,2.464705882,2.494117647,2.505882353,2.470588235,1.705882353
180,1075,929,929,431,433,330,330,433,431,436,431,297,,5.972222222,5.161111111,5.161111111,2.394444444,2.405555556,1.833333333,1.833333333,2.405555556,2.394444444,2.422222222,2.394444444,1.65
190,1122,971,969,443,444,338,336,444,446,445,444,299,,5.905263158,5.110526316,5.1,2.331578947,2.336842105,1.778947368,1.768421053,2.336842105,2.347368421,2.342105263,2.336842105,1.573684211
200,1169,1011,1008,455,456,343,343,456,459,455,454,303,,5.845,5.055,5.04,2.275,2.28,1.715,1.715,2.28,2.295,2.275,2.27,1.515
