120962815710241751040, 
136876320177927487488, 136787708336821764096, 129113820862387060736, 132941300003512516608, 128386542299124858880, 132435049665712357376, 131482168908616564736, 131352074692818108416, 133380286617971851264, 129472578312390836224, 146638751979555258368, 130002419771676557312, 130159043004029992960, 124414455388714303488, 149682164980867137536, 129422862794629316608, 136866802805277458432, 139475336967571374080, 137922764976500506624, 127262375222607609856, 132975886241275838464, 133115418664887123968, 128801154939819655168, 129975758813726244864, 134125289308673802240, 144077857457069621248, 141802017921154678784, 125717675734791618560, 150986678352618717184, 131540812460795625472, 133481960657215553536, 121904103216734273536, 139459055399387267072, 147058554315133157376, 120241034705118429184, 137344694539174019072, 128817084664282873856, 122876660833920745472, 143025149840264790016, 117240880889289768960, 132418125982737629184, 144736684824433000448, 112717912265084370944, 141584156289180631040, 140609593162785095680, 130274482928853450752, 138664486724505174016, 140376329571929161728, 144257570433606352896, 137905955642735067136, 127764517784966397952, 145147814212291002368, 132773602490044121088, 136797911804727525376, 124324260250864582656, 134712191023394586624, 139372132408141807616, 116710573237073870848, 133590231766225911808, 127927192729319112704, 113576903525261115392, 118376614828131221504, 117903930381303808000, 127621510904611340288, 122699903344639475712, 122812519723602804736, 130623854947602530304, 148402157524275429376, 127871355130814136320, 131571502029350109184, 129781725797749358592, 142045185912753618944, 124974810494694064128, 125041564044639600640, 135519540421437947904, 128829777426513920000, 127243384457772662784, 137991233764585373696, 130880137913897582592, 132452659443942817792, 133101749536330612736, 134114452522070441984, 138544657549263634432, 131473469572617601024, 124261359389662773248, 117355080564997095424, 124334129467235500032, 118587404401315414016, 119434353810144755712, 140844009041826938880, 127409401917473816576, 139930930605656637440, 116511368118399926272, 127098644747092230144, 136980149259961630720, 125594301734062129152, 137155631315754680320, 133209255385248038912, 124976173889112506368, 96539319941988352000, 
104419053585328766976, 105595399085653753856, 107263314244524834816, 101970036569992593408, 102274909154142322688, 98384845811163856896, 104899716088527323136, 98606999936532742144, 112342451034431422464, 102423791824636215296, 112062462597441519616, 105679014745922863104, 107709328937308913664, 113129701359919038464, 105603816946676006912, 103183739077382897664, 97916189974940614656, 113910468964849287168, 112633373015047929856, 101825376024149360640, 108495796410517553152, 97240588458183884800, 113482336729179357184, 105271060747645878272, 104297174920413052928, 106782317489791434752, 110417408484335157248, 110433769217356464128, 116301185475634266112, 107866910943801769984, 111783485711149170688, 94396275022429683712, 106000467965419454464, 119245369751562616832, 103072116656931078144, 99991795249298014208, 105588749239328964608, 101647914847426314240, 107780902746230620160, 90705847806683250688, 103816978610144673792, 116253677777221320704, 93814694943987335168, 116184162254066810880, 115064569145921110016, 98309674400196067328, 112507149080179245056, 104967076568891392000, 114659148422434521088, 100809911065200558080, 101080258984238120960, 112429479578793148416, 110787908718523580416, 100888838407888830464, 95748243316036075520, 98529207289844334592, 110929517020088107008, 94621199917100564480, 110347066128436559872, 107672191832569151488, 88704164898084487168, 92590041300784381952, 91948463071837552640, 94787621997080739840, 91453163869850042368, 101219386787570384896, 98816118252042715136, 114010366193302503424, 104731807468826394624, 98183045845048360960, 108858740800799899648, 111760791791151874048, 95908341005133283328, 101370125433691963392, 109688397090747580416, 97832407188904083456, 98523217150496210944, 104371581071287910400, 103187767687987068928, 109231844678522896384, 112615596111050047488, 102009575008127418368, 110540624155390246912, 103185348762405961728, 106946909982422990848, 85076392252935241728, 100575829437693558784, 99351527638211493888, 95169662705314299904, 106814449617601560576, 105989217762444050432, 114689354205872783360, 95105847050438180864, 96829634992186327040, 103275886947883548672, 110426987429636341760, 105074072244413530112, 106367520131143172096, 107513140878541586432, 101888927796234813440, 
113209130079909576704, 119935572782736211968, 119247815065422790656, 102061507141330534400, 103404582584891473920, 113871686990714372096, 111610246659076784128, 110460535728423043072, 113194484585027600384, 110075882580561887232, 128297006868251803648, 105635606026858266624, 99374722935511056384, 107608358585506988032, 118971248308618526720, 108869876654566014976, 112120094598923026432, 113050721240672632832, 114229626404067082240, 105831970007486038016, 113456652137554509824, 113895700324664999936, 109477721866772676608, 108009724310110339072, 110320308413463003136, 118374776444689580032, 117476440260424499200, 108680443995239743488, 121359501913357287424, 107279842103313563648, 114151921718308896768, 104879168415227445248, 116903533129702047744, 117027540449129136128, 103131824536365826048, 117975301880086003712, 108852662700521553920, 107546988244491042816, 117237960586406395904, 101770778674760515584, 104898889255783235584, 119947025295851126784, 99652063748501274624, 116227359866898874368, 114671647670619078656, 112382921858426601472, 117466263180797804544, 113063660293508300800, 122010843805558767616, 102669457906653462528, 102194803134989074432, 126203950145338343424, 111494665996764971008, 111428976774075121664, 98931637341703372800, 113475317446947635200, 113808258363931230208, 97309813710268661760, 110691406781976936448, 111588062912474775552, 94129876549159092224, 93480698495841075200, 97513768719174598656, 107337869928981069824, 105705570150756909056, 105991170495094980608, 109068334105333071872, 122138906123869093888, 105578792062027825152, 105818635130464370688, 108813625639688994816, 110363813889550843904, 103761774330337296384, 101890379151583477760, 111857179378489229312, 105475728240086614016, 110982337558686466048, 117204913664921960448, 116768020520601911296, 100169898540811681792, 105485509495527309312, 108700912503702421504, 115291226870917365760, 101590142108456452096, 101966166289062821888, 96593363137516797952, 104735440255244566528, 99413891937738948608, 96237191738861551616, 121308132730107592704, 100950411059044286464, 108949841936230907904, 102032911042915336192, 105520614702778941440, 113534567929545228288, 113382685791330762752, 107735497314049982464, 117038825836476628992, 102006118143569690624, 93302797514466918400, 
102069828245329543168, 109327590151069630464, 107442481863294189568, 91555576780907610112, 102609151892893204480, 106891169140941258752, 110715165029229920256, 101938924788973043712, 102407492664266063872, 100755859073579089920, 116735589325629030400, 101690382384537534464, 93342810941624942592, 101897292880698933248, 111567497646988853248, 102334872120274714624, 102486384822582247424, 106054062560203767808, 112633760043140907008, 94858272216235114496, 103697254988019400704, 101763847353459015680, 108105953567773294592, 109464712445192830976, 107455640818455412736, 113308543523246571520, 115920226686842437632, 101902852011488968704, 109428938734871511040, 102408073206405529600, 111530483687551401984, 90176138288792862720, 111959724230942130176, 113509261569920335872, 96937598237940908032, 110779526041873416192, 102530576393925820416, 99690238792217657344, 111163167639037018112, 100586771777413185536, 103444226576142565376, 108389143782623281152, 91989848689507041280, 114824796446228742144, 102972324981594128384, 104517429089689141248, 110262306976074563584, 109252577069776240640, 114717633644939182080, 104406457580120965120, 93168762648994512896, 110015514994150473728, 106162324873121103872, 108068438231033577472, 98958535794165284864, 104074985610672078848, 100214406771504054272, 96064207773486809088, 103136776736737329152, 99968652728556584960, 92808413106153717760, 90004438552999362560, 84735482075673526272, 103203125666403844096, 100603290840108892160, 97535662194706874368, 102375765156734959616, 106020303155184533504, 100917284972722651136, 97680384313201262592, 107271010825919266816, 108997068159667142656, 96525193416594685952, 96631881228861046784, 107800570810228277248, 92837466601406070784, 102593494847313674240, 106880851323826208768, 107013786677670838272, 95266111865302810624, 107677724575080120320, 102246770452564279296, 103578630877521903616, 101665938042028818432, 96282869849925877760, 85985530039431593984, 107341669841166663680, 96850912741207048192, 91870494503288700928, 105944753512216788992, 94899156456602337280, 112973922552495734784, 100407507401620586496, 94994954705707204608, 109086102213237932032, 103279229463231987712, 104435801346443051008, 102817733646728822784, 93738899010414968832, 104092454651414183936, 
111075312261931204608, 117903226693862031360, 121658762590158848000, 116697379097540558848, 108293539047564902400, 118549466852110630912, 107681427730242469888, 111977571503684190208, 119966297535662784512, 107901497181565091840, 135256801122864594944, 119560463395804151808, 103116765625111805952, 113369896272076472320, 120214989473679671296, 109704458756606132224, 118176002334573723648, 121277900558390263808, 121521455578082181120, 110691310024953692160, 109503872651327700992, 112033875295119343616, 116681150305914585088, 118957816674573615104, 113468931483413512192, 120538052378199326720, 128858567038975606784, 106246925695808700416, 127086770021512249344, 117087767298052194304, 115774343484069117952, 107111766357845213184, 118855280618213736448, 125533529527371694080, 115484406665871097856, 122448282307646193664, 105797471730652938240, 105724437770289545216, 121991149353282043904, 96191302521564692480, 108286950773891268608, 123537053905842077696, 99080563992662376448, 119817458845634002944, 120200493512379072512, 114466461208690032640, 121654716387368632320, 118423603557055856640, 121711978952943206400, 117383140101737938944, 111663832457768075264, 124258553435988688896, 113716339191849156608, 114032558735997534208, 102890530112580616192, 104221097511863975936, 118083801687514939392, 106977634735349563392, 105982928555933171712, 112471375369857925120, 96313946446573338624, 100225815304153858048, 105719124930104131584, 109618485743407071232, 111262669043304235008, 111631154972190572544, 113227399565116702720, 124814378554062012416, 114578541025979006976, 109352456706043412480, 114158430827145330688, 107635749619178143744, 106511186718474895360, 112804527393074053120, 120852187248301441024, 104446479803372011520, 108493175174796935168, 118748856688738041856, 121556164961147813888, 107884749420450807808, 115515377709402292224, 116981528086529966080, 122837808491041652736, 106128890923543691264, 109484442081841643520, 98410785489486348288, 102983469631453265920, 104445450660488413184, 104794268525377093632, 120393356647984005120, 105394865756933455872, 119058822210747629568, 106054880596854833152, 107736174613212692480, 122225257369068109824, 121975386754586247168, 110475102058467819520, 121830145666603548672, 111680114025952182272, 110318927426858516480, 
118003387805105913856, 127814646719099961344, 127965948315174961152, 116632569484152930304, 121904402283897028608, 122370832708585652224, 123021488505531400192, 116762927582742052864, 129833851444998963200, 112633399403326996480, 138532870784613875712, 123376833071442558976, 106435003756809551872, 124818609474805694464, 124416513674481500160, 121400931511491887104, 116203496066529624064, 131529887713262043136, 130797120387953983488, 111995286835030917120, 127839495681887698944, 119548553485852082176, 125934604980905312256, 126799815078848757760, 125880209941655977984, 121143355519522570240, 136180566812056879104, 114968647751513931776, 143280095800420466688, 120544227235500916736, 124842156615826145280, 118443060514820980736, 119900238877066002432, 135583100989616422912, 115742176171886903296, 126758790100993179648, 115013850873555058688, 117855059288472420352, 129228741817722208256, 112471533699532324864, 115211200016601317376, 132841385182873255936, 110490196154093928448, 135959828857664569344, 125735584580184834048, 118504360487092748288, 134195271024758489088, 123524308367052898304, 133800572738665971712, 106621665646833827840, 117862755869866852352, 132918333404631531520, 120228667398329204736, 128632287545979305984, 111870030470394675200, 120907206810155352064, 123819285346552643584, 106697839812406149120, 125210924019689193472, 114798724826510917632, 97032974274580709376, 107137538910400282624, 106491166810756349952, 118354906070552412160, 117578809191016955904, 126505550582883811328, 122121032462847967232, 128238204986398343168, 126960194242922676224, 118425222038171942912, 121909838269384753152, 129689032569481330688, 117359733698205843456, 120031907593515433984, 129277190698088529920, 114324589024334839808, 116944303020859981824, 134055738601147203584, 127450453283608461312, 118968116899502620672, 129165005327683289088, 122463675470435057664, 127865787203931078656, 123208264744764964864, 126305914455651778560, 105572872291423879168, 124427517586852282368, 110238328826496024576, 100981434879133614080, 121215888102583697408, 115839126709177679872, 127099005386906140672, 108466118392660623360, 118710963119998369792, 125713629532001402880, 129104426635039342592, 117838786516381335552, 118522242944206897152, 116195817077321236480, 114729596331449384960, 
124467662955405639680, 128535205067293196288, 117917353219255697408, 113690320348689465344, 122217191351766745088, 114471642107480113152, 119510994168647254016, 117759991115088396288, 132777305645206470656, 115452380091177238528, 136535480369409949696, 116315382369772109824, 114374339726468448256, 123695629870846443520, 126509667154418204672, 119252890411096604672, 114591066662442631168, 128359423944337391616, 126449167626611458048, 114573879096677236736, 124126902311725301760, 117894166718049157120, 125406795419107721216, 123182254697698295808, 130414120905581002752, 127767139020687015936, 133811022497176354816, 120485240635693989888, 131308498847986089984, 116788823280599433216, 129019403599886680064, 105926967812125884416, 128381598894846377984, 135926095840924401664, 119078243984140664832, 124685656528775020544, 119479609708744015872, 120024026294167535616, 131762808256490110976, 109337380202603347968, 127118066520485265408, 135122440801950367744, 111116979354577403904, 135269942485839773696, 126667328325748260864, 126262470552215093248, 136120586253738442752, 126004252445455155200, 134479613527794384896, 117266081695798394880, 116919031845607178240, 125676677145215107072, 122459981111365730304, 128617756400306618368, 112898135415016390656, 110847291142516506624, 126003531165827334144, 107557675497513025536, 124453316527686418432, 115983681701904646144, 105278405485319421952, 109260810212845027328, 103200011849473982464, 116473588898869542912, 113572188819401211904, 115838053585828970496, 120186666054148161536, 130470556638411489280, 119363457300385759232, 116710282966004137984, 120401510626215591936, 131453581606294388736, 118723119320555061248, 118324181317625839616, 130408667327907233792, 108261934685336109056, 117813594505965731840, 118532200121508036608, 119694656590950957056, 122401117656861114368, 132681560172659736576, 123262431085595721728, 128130681545294872576, 122497558020756602880, 125865027885099646976, 108636780189477502976, 122215115473813504000, 109479313959609696256, 117496169897073311744, 119184993369058181120, 110350637342203576320, 132247015585176616960, 113041520527371403264, 114848106092737593344, 120554800139313610752, 118481851285048918016, 119901646251949555712, 121129404915989348352, 113946145918147362816, 114740283584471367680, 
117293569486492794880, 125859090522309656576, 131832059896853954560, 115257361912781864960, 115490968551265665024, 124604714880784662528, 126854359651679469568, 115377094331000160256, 121496377916875866112, 123576214111976947712, 128950222328267014144, 111296138177253736448, 111647102288839835648, 126024501051592278016, 127858952639652823040, 119708387292158623744, 115152670813631545344, 124286533807892332544, 125208927306573152256, 116066496917708734464, 126651794425471041536, 121498137135480307712, 118637454170611777536, 125137124799232868352, 123363454213955780608, 128555849497616318464, 138180165046609379328, 128667929314905292800, 127475812419791486976, 119975577413801213952, 126340597450438344704, 115724847868633153536, 128329622781178150912, 140582210925206962176, 114125260760358584320, 129219840171583733760, 123598828867137044480, 115998195255391289344, 132972666871229710336, 113534383211591761920, 121117363064641945600, 133147216541162405888, 112853794310091440128, 137683819109552226304, 130154363482542178304, 120491626599228112896, 131637481523109691392, 127863781694722015232, 137135268360408268800, 120781844892402843648, 119512920513019117568, 130855895881528377344, 121977964009841754112, 125316081311769690112, 111798359904449724416, 117810137641408004096, 124517906238748491776, 104686762676459667456, 122902776434103681024, 126559549797947146240, 105609191359512576000, 103090210220277760000, 111063569477746556928, 111216568719774842880, 111548445309502750720, 120495910296529928192, 115991853272322277376, 128446689983210717184, 125190657821366026240, 120809869244771598336, 125680881677679722496, 131314700093566746624, 112314233168016179200, 119628096555051909120, 132893475645750771712, 109376126992366174208, 116658403609359155200, 129796811097282445312, 119179636548407656448, 119761506897919737856, 124316326174958551040, 120614129786748403712, 127490897719324573696, 121218570910955470848, 119721352733273358336, 106960878178142257152, 119894020039299301376, 112288592556856442880, 107314577874658263040, 133403974496480657408, 121074376558042415104, 131580430063767650304, 110177512639340478464, 118088595558212042752, 122215177046464659456, 116415305986504392704, 121297691767690231808, 123814174816506740736, 122163368058563854336, 110255393246959108096, 
114848273218505015296, 118786679888733536256, 122919603360055164928, 111427894854633390080, 117475604631587389440, 119513210784088850432, 118876954191420456960, 114789040328093466624, 131718018550821027840, 116512362076911435776, 128207955222494969856, 120803052272679387136, 101281126564493262848, 117864022507262050304, 128046256644467720192, 123294281738429136896, 116428412165107482624, 116896469867005214720, 119320637919553650688, 117275669437192601600, 120863762906718666752, 121382380551308050432, 124893983195912994816, 117043030368941244416, 129197260600795725824, 128211456067517808640, 124140888099630612480, 115077798469826510848, 137464875558136446976, 109117996846536458240, 117602716971851317248, 105719503162104086528, 125937806758765395968, 132406304033715781632, 113554886904426528768, 121230419248256385024, 117283190096726589440, 109312900675722543104, 131875310286244151296, 115402119215648342016, 125438259043848159232, 134244502757403787264, 103995055513379274752, 134365528201296347136, 117722317448674279424, 121131718288454189056, 135490944323022749696, 126236486893427490816, 129851241320903868416, 115196053144417075200, 113812111052674957312, 125348503710649548800, 121597867238166102016, 123059487627387338752, 109732228022277242880, 115844606675130515456, 126803175186383241216, 106406504415417597952, 117616289343384584192, 115318802622541987840, 97822159740533211136, 97107679492618321920, 102460383571608600576, 117333125516813664256, 111432029018353827840, 109499201925932908544, 112984539436773539840, 130062110058925260800, 115706851062309715968, 111990730458845413376, 118499997624953733120, 121155652457567617024, 114947194080632766464, 118427104402078695424, 119500685147625226240, 112519982579898646528, 114997912352998817792, 119864904971395792896, 119108616893346349056, 118298743016605614080, 120686389690925842432, 115021274776065802240, 126687656096722583552, 114881584022780116992, 118127861317463179264, 105833447751113768960, 114463681643295014912, 111274499788419104768, 102073742506724425728, 121303796256247644160, 112424377844840267776, 121688317462713466880, 110272017862771081216, 107492566816962641920, 126411546736755474432, 112859142334648942592, 120831182178164408320, 117815107433965551616, 106652355215388311552, 120507301236993687552, 
120619653733166350336, 126371067116667273216, 126826009843868893184, 120566103118847148032, 118412863527475740672, 125743272365486243840, 127653247208235466752, 122993191474278957056, 130824221150555406336, 115460296574897225728, 144925405000224473088, 119008737257079177216, 118512048272394158080, 126257236876866879488, 134092101649701011456, 123410636456926904320, 124549519397070307328, 131411166845741301760, 131566725750839050240, 118630962653961388032, 123020283440787357696, 123765629179117174784, 128185912213381316608, 131447855349736931328, 127930931068853551104, 129158724917265432576, 139700939161404964864, 121604244405607202816, 142804570215546880000, 125309044437351923712, 134038260764312076288, 111455514586723123200, 128120469281296089088, 143067784503143432192, 110615382149985992704, 135160721398783016960, 115094555027033817088, 111468453639558791168, 128600216990820335616, 111527809675272650752, 124120569124749312000, 134312012771349233664, 102391958763988844544, 137240627962628276224, 137099221971203260416, 122057251992343937024, 133353845562347094016, 131080275418431881216, 131383687851139923968, 130215241242348879872, 126259664598541008896, 133361357425788059648, 122783466228350451712, 129755372703054823424, 121674929809133666304, 117079199903448563712, 127617024897170014208, 112553258199801659392, 126424573750521364480, 131631517772040634368, 100124528293003132928, 109265120298425909248, 110572606749618995200, 115447498259549913088, 120803184214074720256, 123771452192697876480, 122112297942476914688, 135121816279345790976, 131065260487642972160, 117289065886865424384, 130342072107636097024, 137390865231447588864, 119318931477507342336, 125640516406800809984, 135133216015902572544, 120511620118667591680, 121323015719501168640, 131037623163367194624, 120406023021935984640, 132649533597965877248, 128207708931890348032, 124562995011580329984, 123317521016193810432, 119232659397145526272, 122792543796349370368, 111999086747216510976, 117746726606810906624, 118832868173193150464, 111548278183735328768, 125234198481825955840, 117374159290762264576, 133322821742257766400, 119129903438460092416, 117226209006128726016, 128227860781004226560, 127686408478929190912, 126275814225329782784, 120954441829684609024, 113698711821432651776, 105477214779807367168, 
