
 Hello World!  temp address = 140520467726400

 0, 5704
 1, 2868
 2, 2778
 3, 2762
 4, 2688
 5, 2748
 6, 2746
 7, 2748
 8, 2642
 9, 2776
 10, 2778
 11, 2776
 12, 2688
 13, 2776
 14, 2778
 15, 2776
 16, 2656
 17, 2762
 18, 2762
 19, 2762
 20, 2688
 21, 2762
 22, 2762
 23, 2762
 24, 2642
 25, 2748
 26, 2746
 27, 2746
 28, 2688
 29, 2748
 30, 2748
 31, 2746
 32, 2642
 33, 2762
 34, 2762
 35, 2746
 36, 2688
 37, 2748
 38, 2762
 39, 2762
 40, 2642
 41, 2776
 42, 2778
 43, 2776
 44, 2704
 45, 2778
 46, 2776
 47, 2778
 48, 2642
 49, 2762
 50, 2762
 51, 2746
 52, 2688
 53, 2748
 54, 2746
 55, 2762
 56, 2642
 57, 2776
 58, 2778
 59, 2776
 60, 2702
 61, 2792
 62, 2776
 63, 2778
 0, 1052
 1, 930
 2, 886
 3, 886
 4, 886
 5, 886
 6, 884
 7, 886
 8, 886
 9, 884
 10, 886
 11, 886
 12, 872
 13, 870
 14, 870
 15, 872
 16, 886
 17, 886
 18, 886
 19, 886
 20, 886
 21, 884
 22, 886
 23, 886
 24, 886
 25, 886
 26, 886
 27, 886
 28, 886
 29, 886
 30, 886
 31, 870
 32, 872
 33, 870
 34, 870
 35, 886
 36, 886
 37, 886
 38, 884
 39, 886
 40, 886
 41, 886
 42, 886
 43, 886
 44, 886
 45, 886
 46, 870
 47, 872
 48, 870
 49, 870
 50, 884
 51, 886
 52, 886
 53, 884
 54, 886
 55, 886
 56, 886
 57, 886
 58, 886
 59, 886
 60, 884
 61, 886
 62, 872
 63, 886

Good Bye World!

